"field_identifier","title","field_title","field_filepath","field_image_dirname","field_rights","field_abstract","field_contributor","field_publisher","field_weight"
"LAJ_001","第1図: カガミ（鏡）の-G-の音","第1図: カガミ（鏡）の-G-の音","LAJ_001.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",1
"LAJ_002","第2図: カゲ（蔭）の-G-の音","第2図: カゲ（蔭）の-G-の音","LAJ_002.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",2
"LAJ_003","第3図: カジ（火事）のKA-の音","第3図: カジ（火事）のKA-の音","LAJ_003.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",3
"LAJ_004","第4図: スイカ（西瓜）の-KAの音","第4図: スイカ（西瓜）の-KAの音","LAJ_004.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",4
"LAJ_005","第5図: ガンジツ（元日）のGA-の音","第5図: ガンジツ（元日）のGA-の音","LAJ_005.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",5
"LAJ_006","第6図: ショオガツ（正月）の-GA-の音","第6図: ショオガツ（正月）の-GA-の音","LAJ_006.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",6
"LAJ_007","第7図: セナカ（背中）のSE-の音","第7図: セナカ（背中）のSE-の音","LAJ_007.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",7
"LAJ_008","第8図: アセ（汗）の-SEの音","第8図: アセ（汗）の-SEの音","LAJ_008.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",8
"LAJ_009","第9図: ゼイキン（税金）のZEI-の音","第9図: ゼイキン（税金）のZEI-の音","LAJ_009.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",9
"LAJ_010","第10図: カゼ（風）の-ZEの音","第10図: カゼ（風）の-ZEの音","LAJ_010.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",10
"LAJ_011","第11図: ヒガシ（東）のHI-の音","第11図: ヒガシ（東）のHI-の音","LAJ_011.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",11
"LAJ_012","第12図: ヒゲ（鬚）のHI-の音","第12図: ヒゲ（鬚）のHI-の音","LAJ_012.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",12
"LAJ_013","第13図: ヒガシ（東）の-SIの音","第13図: ヒガシ（東）の-SIの音","LAJ_013.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",13
"LAJ_014","第14図: シチガツ（七月）のSI-の音","第14図: シチガツ（七月）のSI-の音","LAJ_014.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",14
"LAJ_015","第15図: カジ（火事）の-ZIの音","第15図: カジ（火事）の-ZIの音","LAJ_015.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",15
"LAJ_016","第16図: シチガツ（七月）の-TI-の音","第16図: シチガツ（七月）の-TI-の音","LAJ_016.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",16
"LAJ_017","第17図: おおきい（大きい）","第17図: おおきい（大きい）","LAJ_017.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",17
"LAJ_018","第18図: おおきい（大きい）―オオキイ類の詳細図","第18図: おおきい（大きい）―オオキイ類の詳細図","LAJ_018.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",18
"LAJ_019","第19図: おおきい（大きい）―デカイ・イカイ類の詳細図","第19図: おおきい（大きい）―デカイ・イカイ類の詳細図","LAJ_019.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",19
"LAJ_020","第20図: ふとい（太い）","第20図: ふとい（太い）","LAJ_020.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",20
"LAJ_021","第21図: あらい（粗い）","第21図: あらい（粗い）","LAJ_021.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",21
"LAJ_022","第22図: ちいさい（小さい）","第22図: ちいさい（小さい）","LAJ_022.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",22
"LAJ_023","第23図: ちいさい（小さい）―チイサイ類の詳細図","第23図: ちいさい（小さい）―チイサイ類の詳細図","LAJ_023.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",23
"LAJ_024","第24図: ほそい（細い）","第24図: ほそい（細い）","LAJ_024.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",24
"LAJ_025","第25図: こまかい（細かい）","第25図: こまかい（細かい）","LAJ_025.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",25
"LAJ_026","第26図: しかくい（四角い）","第26図: しかくい（四角い）","LAJ_026.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",26
"LAJ_027","第27図: きいろい（黄色い）","第27図: きいろい（黄色い）","LAJ_027.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",27
"LAJ_028","第28図: あかい（赤い）","第28図: あかい（赤い）","LAJ_028.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",28
"LAJ_029","第29図: アカイを“明かるい”の意味で使うか","第29図: アカイを“明かるい”の意味で使うか","LAJ_029.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",29
"LAJ_030","第30図: まぶしい（眩しい）―前部分","第30図: まぶしい（眩しい）―前部分","LAJ_030.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",30
"LAJ_031","第31図: まぶしい（眩しい）―後部分","第31図: まぶしい（眩しい）―後部分","LAJ_031.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",31
"LAJ_032","第32図: くすぐったい（擽ったい）―前部分","第32図: くすぐったい（擽ったい）―前部分","LAJ_032.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",32
"LAJ_033","第33図: くすぐったい（擽ったい）―後部分","第33図: くすぐったい（擽ったい）―後部分","LAJ_033.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",33
"LAJ_034","第34図: きなくさい（きな臭い）―前部分","第34図: きなくさい（きな臭い）―前部分","LAJ_034.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",34
"LAJ_035","第35図: きなくさい（きな臭い）―後部分","第35図: きなくさい（きな臭い）―後部分","LAJ_035.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",35
"LAJ_036","第36図: こげくさい（焦げ臭い）","第36図: こげくさい（焦げ臭い）","LAJ_036.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",36
"LAJ_037","第37図: あまい（甘い）","第37図: あまい（甘い）","LAJ_037.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",37
"LAJ_038","第38図: 〈塩味が〉うすい","第38図: 〈塩味が〉うすい","LAJ_038.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",38
"LAJ_039","第39図: しおからい（鹹い）","第39図: しおからい（鹹い）","LAJ_039.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",39
"LAJ_040","第40図: からい（辛い）","第40図: からい（辛い）","LAJ_040.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",40
"LAJ_041","第41図: すっぱい（酸っぱい）","第41図: すっぱい（酸っぱい）","LAJ_041.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",41
"LAJ_042","第42図: おそろしい（恐ろしい）","第42図: おそろしい（恐ろしい）","LAJ_042.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",42
"LAJ_043","第43図: コワイを“恐ろしい”の意味で使うか","第43図: コワイを“恐ろしい”の意味で使うか","LAJ_043.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",43
"LAJ_044","第44図: コワイを“疲れた”の意味で使うか","第44図: コワイを“疲れた”の意味で使うか","LAJ_044.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",44
"LAJ_045","第45図: いい〈天気だ〉","第45図: いい〈天気だ〉","LAJ_045.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",45
"LAJ_046","第46図: 〈いい天気〉だ","第46図: 〈いい天気〉だ","LAJ_046.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",46
"LAJ_047","第47図: 〈虹が〉きれいだ","第47図: 〈虹が〉きれいだ","LAJ_047.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",47
"LAJ_048","第48図: きれいに〈掃除する〉","第48図: きれいに〈掃除する〉","LAJ_048.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",48
"LAJ_049","第49図: いくつ（個数）","第49図: いくつ（個数）","LAJ_049.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",49
"LAJ_050","第50図: いくら（値段）","第50図: いくら（値段）","LAJ_050.tif","laj_map","public domain","『日本言語地図』第1集 / 1966年刊（縮刷版1981年刊）","国立国語研究所","大蔵省印刷局",50
"LAJ_051","第51図: すわる（坐る）","第51図: すわる（坐る）","LAJ_051.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",51
"LAJ_052","第52図: あぐら（胡座）をかく","第52図: あぐら（胡座）をかく","LAJ_052.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",52
"LAJ_053","第53図: いる（居る）","第53図: いる（居る）","LAJ_053.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",53
"LAJ_054","第54図: かたあしとび（片足跳び）をする―前部分","第54図: かたあしとび（片足跳び）をする―前部分","LAJ_054.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",54
"LAJ_055","第55図: かたあしとび（片足跳び）をする―後部分","第55図: かたあしとび（片足跳び）をする―後部分","LAJ_055.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",55
"LAJ_056","第56図: つくる（作る）","第56図: つくる（作る）","LAJ_056.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",56
"LAJ_057","第57図: たく（炊く）","第57図: たく（炊く）","LAJ_057.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",57
"LAJ_058","第58図: にる（煮る）","第58図: にる（煮る）","LAJ_058.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",58
"LAJ_059","第59図: センタクスルを“裁縫する”の意味で使うか","第59図: センタクスルを“裁縫する”の意味で使うか","LAJ_059.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",59
"LAJ_060","第60図: ハソンスルを“修繕する”の意味で使うか","第60図: ハソンスルを“修繕する”の意味で使うか","LAJ_060.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",60
"LAJ_061","第61図: ナオスを“片付ける・しまう”の意味で使うか","第61図: ナオスを“片付ける・しまう”の意味で使うか","LAJ_061.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",61
"LAJ_062","第62図: すてる（捨てる）","第62図: すてる（捨てる）","LAJ_062.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",62
"LAJ_063","第63図: ステルを“紛失する”の意味で使うか","第63図: ステルを“紛失する”の意味で使うか","LAJ_063.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",63
"LAJ_064","第64図: おんぶする（幼児を負う）","第64図: おんぶする（幼児を負う）","LAJ_064.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",64
"LAJ_065","第65図: しょう（包を背負う）","第65図: しょう（包を背負う）","LAJ_065.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",65
"LAJ_066","第66図: かつぐ（材木を担ぐ）","第66図: かつぐ（材木を担ぐ）","LAJ_066.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",66
"LAJ_067","第67図: かつぐ（天秤棒を担ぐ）","第67図: かつぐ（天秤棒を担ぐ）","LAJ_067.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",67
"LAJ_068","第68図: かつぐ（二人で担ぐ）","第68図: かつぐ（二人で担ぐ）","LAJ_068.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",68
"LAJ_069","第69図: かぞえる（数える）","第69図: かぞえる（数える）","LAJ_069.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",69
"LAJ_070","第70図: かす（貸す）","第70図: かす（貸す）","LAJ_070.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",70
"LAJ_071","第71図: かりる（借りる）","第71図: かりる（借りる）","LAJ_071.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",71
"LAJ_072","第72図: カッテクルを“買ってくる”の意味で使うか，“借りてくる”の意味で使うか","第72図: カッテクルを“買ってくる”の意味で使うか，“借りてくる”の意味で使うか","LAJ_072.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",72
"LAJ_073","第73図: やる（遣る）","第73図: やる（遣る）","LAJ_073.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",73
"LAJ_074","第74図: くれる（呉れる）","第74図: くれる（呉れる）","LAJ_074.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",74
"LAJ_075","第75図: アズケルを“あてがう”の意味で使うか","第75図: アズケルを“あてがう”の意味で使うか","LAJ_075.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",75
"LAJ_076","第76図: もらう（貰う）","第76図: もらう（貰う）","LAJ_076.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",76
"LAJ_077","第77図: びっくりする（驚く）","第77図: びっくりする（驚く）","LAJ_077.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",77
"LAJ_078","第78図: オドロクを“驚く”の意味で使うか","第78図: オドロクを“驚く”の意味で使うか","LAJ_078.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",78
"LAJ_079","第79図: オドロクを“目覚める”の意味で使うか","第79図: オドロクを“目覚める”の意味で使うか","LAJ_079.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",79
"LAJ_080","第80図: あざ（痣）になる","第80図: あざ（痣）になる","LAJ_080.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",80
"LAJ_081","第81図: くすぐる（擽る）―前部分","第81図: くすぐる（擽る）―前部分","LAJ_081.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",81
"LAJ_082","第82図: くすぐる（擽る）―後部分","第82図: くすぐる（擽る）―後部分","LAJ_082.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",82
"LAJ_083","第83図: きゅう（灸）をすえる―前部分","第83図: きゅう（灸）をすえる―前部分","LAJ_083.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",83
"LAJ_084","第84図: きゅう（灸）をすえる―後部分","第84図: きゅう（灸）をすえる―後部分","LAJ_084.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",84
"LAJ_085","第85図: におい（匂）をかぐ（嗅ぐ）―前部分","第85図: におい（匂）をかぐ（嗅ぐ）―前部分","LAJ_085.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",85
"LAJ_086","第86図: におい（匂）をかぐ（嗅ぐ）―後部分","第86図: におい（匂）をかぐ（嗅ぐ）―後部分","LAJ_086.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",86
"LAJ_087","第87図: せき（咳）をする―前部分","第87図: せき（咳）をする―前部分","LAJ_087.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",87
"LAJ_088","第88図: せき（咳）をする―後部分","第88図: せき（咳）をする―後部分","LAJ_088.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",88
"LAJ_089","第89図: いびき（鼾）をかく―前部分","第89図: いびき（鼾）をかく―前部分","LAJ_089.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",89
"LAJ_090","第90図: いびき（鼾）をかく―後部分","第90図: いびき（鼾）をかく―後部分","LAJ_090.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",90
"LAJ_091","第91図: うそ（嘘言）をつく―前部分","第91図: うそ（嘘言）をつく―前部分","LAJ_091.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",91
"LAJ_092","第92図: うそ（嘘言）をつく―後部分","第92図: うそ（嘘言）をつく―後部分","LAJ_092.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",92
"LAJ_093","第93図: クサルを“濡れる”の意味で使うか","第93図: クサルを“濡れる”の意味で使うか","LAJ_093.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",93
"LAJ_094","第94図: オチルを“下車する”の意味で使うか","第94図: オチルを“下車する”の意味で使うか","LAJ_094.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",94
"LAJ_095","第95図: 〈雷が〉おちる（落ちる）","第95図: 〈雷が〉おちる（落ちる）","LAJ_095.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",95
"LAJ_096","第96図: こおる（水が凍る）","第96図: こおる（水が凍る）","LAJ_096.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",96
"LAJ_097","第97図: こおる（手拭が凍る）","第97図: こおる（手拭が凍る）","LAJ_097.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",97
"LAJ_098","第98図: 助詞「が」―「雷が落ちる」における","第98図: 助詞「が」―「雷が落ちる」における","LAJ_098.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",98
"LAJ_099","第99図: 助詞「を」―「いびきをかく」（第89図）における","第99図: 助詞「を」―「いびきをかく」（第89図）における","LAJ_099.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",99
"LAJ_100","第100図: 助詞「を」―「あぐらをかく」（第52図）における","第100図: 助詞「を」―「あぐらをかく」（第52図）における","LAJ_100.tif","laj_map","public domain","『日本言語地図』第2集 / 1967年刊（縮刷版1982年刊）","国立国語研究所","大蔵省印刷局",100
"LAJ_101","第101図: あたま（頭）","第101図: あたま（頭）","LAJ_101.tif","laj_map","CC BY 4.0","『日本言語地図』第3集 / 1968年刊（縮刷版1983年刊）","国立国語研究所","大蔵省印刷局",101
"LAJ_102","第102図: つむじ（旋毛）","第102図: つむじ（旋毛）","LAJ_102.tif","laj_map","CC BY 4.0","『日本言語地図』第3集 / 1968年刊（縮刷版1983年刊）","国立国語研究所","大蔵省印刷局",102
"LAJ_103","第103図: はげあたま（禿げ頭）","第103図: はげあたま（禿げ頭）","LAJ_103.tif","laj_map","CC BY 4.0","『日本言語地図』第3集 / 1968年刊（縮刷版1983年刊）","国立国語研究所","大蔵省印刷局",103
"LAJ_104","第104図: はげる（禿げる）","第104図: はげる（禿げる）","LAJ_104.tif","laj_map","CC BY 4.0","『日本言語地図』第3集 / 1968年刊（縮刷版1983年刊）","国立国語研究所","大蔵省印刷局",104
"LAJ_105","第105図: ふけ（雲脂）","第105図: ふけ（雲脂）","LAJ_105.tif","laj_map","CC BY 4.0","『日本言語地図』第3集 / 1968年刊（縮刷版1983年刊）","国立国語研究所","大蔵省印刷局",105
"LAJ_106","第106図: かお（顔）","第106図: かお（顔）","LAJ_106.tif","laj_map","CC BY 4.0","『日本言語地図』第3集 / 1968年刊（縮刷版1983年刊）","国立国語研究所","大蔵省印刷局",106
"LAJ_107","第107図: ほほ（頬）","第107図: ほほ（頬）","LAJ_107.tif","laj_map","CC BY 4.0","『日本言語地図』第3集 / 1968年刊（縮刷版1983年刊）","国立国語研究所","大蔵省印刷局",107
"LAJ_108","第108図: あご（顎）―とがった部分","第108図: あご（顎）―とがった部分","LAJ_108.tif","laj_map","CC BY 4.0","『日本言語地図』第3集 / 1968年刊（縮刷版1983年刊）","国立国語研究所","大蔵省印刷局",108
"LAJ_109","第109図: あご（顎）―全体","第109図: あご（顎）―全体","LAJ_109.tif","laj_map","CC BY 4.0","『日本言語地図』第3集 / 1968年刊（縮刷版1983年刊）","国立国語研究所","大蔵省印刷局",109
"LAJ_110","第110図: め（目）","第110図: め（目）","LAJ_110.tif","laj_map","CC BY 4.0","『日本言語地図』第3集 / 1968年刊（縮刷版1983年刊）","国立国語研究所","大蔵省印刷局",110
"LAJ_111","第111図: まゆげ（眉毛）","第111図: まゆげ（眉毛）","LAJ_111.tif","laj_map","CC BY 4.0","『日本言語地図』第3集 / 1968年刊（縮刷版1983年刊）","国立国語研究所","大蔵省印刷局",111
"LAJ_112","第112図: ものもらい（麦粒腫）","第112図: ものもらい（麦粒腫）","LAJ_112.tif","laj_map","CC BY 4.0","『日本言語地図』第3集 / 1968年刊（縮刷版1983年刊）","国立国語研究所","大蔵省印刷局",112
"LAJ_113","第113図: はな（鼻）","第113図: はな（鼻）","LAJ_113.tif","laj_map","CC BY 4.0","『日本言語地図』第3集 / 1968年刊（縮刷版1983年刊）","国立国語研究所","大蔵省印刷局",113
"LAJ_114","第114図: みみ（耳）","第114図: みみ（耳）","LAJ_114.tif","laj_map","CC BY 4.0","『日本言語地図』第3集 / 1968年刊（縮刷版1983年刊）","国立国語研究所","大蔵省印刷局",114
"LAJ_115","第115図: くち（口）","第115図: くち（口）","LAJ_115.tif","laj_map","CC BY 4.0","『日本言語地図』第3集 / 1968年刊（縮刷版1983年刊）","国立国語研究所","大蔵省印刷局",115
"LAJ_116","第116図: くちびる（唇）","第116図: くちびる（唇）","LAJ_116.tif","laj_map","CC BY 4.0","『日本言語地図』第3集 / 1968年刊（縮刷版1983年刊）","国立国語研究所","大蔵省印刷局",116
"LAJ_117","第117図: した（舌）","第117図: した（舌）","LAJ_117.tif","laj_map","CC BY 4.0","『日本言語地図』第3集 / 1968年刊（縮刷版1983年刊）","国立国語研究所","大蔵省印刷局",117
"LAJ_118","第118図: つば（唾）","第118図: つば（唾）","LAJ_118.tif","laj_map","CC BY 4.0","『日本言語地図』第3集 / 1968年刊（縮刷版1983年刊）","国立国語研究所","大蔵省印刷局",118
"LAJ_119","第119図: よだれ（涎）","第119図: よだれ（涎）","LAJ_119.tif","laj_map","CC BY 4.0","『日本言語地図』第3集 / 1968年刊（縮刷版1983年刊）","国立国語研究所","大蔵省印刷局",119
"LAJ_120","第120図: ベロの意味―第116，117，118，119図の総合図","第120図: ベロの意味―第116，117，118，119図の総合図","LAJ_120.tif","laj_map","CC BY 4.0","『日本言語地図』第3集 / 1968年刊（縮刷版1983年刊）","国立国語研究所","大蔵省印刷局",120
